 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
1837,2021,Abril-Junio,2021-04-30,Viernes,14:10:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Colonia 26,Avenida Y Carretera,Miguel Aleman Y Villa Juarez,"25.777248285116073, -100.18399709917118",
1838,2021,Abril-Junio,2021-04-30,Viernes,12:40:00,Alcance,Peritaje,911.0,Colonia,Lomas De Huinala,Avenida,Telefonos Y Rohdesia,"25.73032245142231, -100.17251191625064",
1839,2021,Abril-Junio,2021-04-30,Viernes,12:00:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Lomas De Huinala,Avenida,Telefonos Y Rohdesia,"25.73032245142231, -100.17251191625064",
1844,2021,Abril-Junio,2021-04-30,Viernes,16:30:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Colonia 26,Avenida Y Boulevard,Concordia Y Carlos Salinas De Gortari,"25.768195782696967, -100.19858132153857",
1847,2021,Abril-Junio,2021-04-30,Viernes,17:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Jardines De Apodaca,Avenida,Sendero Divisorio Y Concepcion De Barragan,"25.772000638669372, -100.26281856887339",
1849,2021,Abril-Junio,2021-04-30,Viernes,19:15:00,Lateral,Peritaje,911.0,Colonia,Apodaca Centro,Calle,Oaxaca Y 5 De Mayo,"25.787815025005838, -100.1899363222724",
1851,2021,Abril-Junio,2021-04-30,Viernes,17:30:00,Lateral,Solucionado En La Via Publica,911.0,Parque Industrial,Parque Industrial Apodaca,Avenida Y Carretera,Miguel Aleman Y Agua Fria,"25.784858895963755, -100.15982053848317",
1853,2021,Abril-Junio,2021-04-30,Viernes,22:30:00,Lateral,Peritaje,911.0,Colonia,San Javier,Carretera Y Avenida,A Villa Juarez Y Camino San Javier,"25.739542581362745, -100.15505741550392",
1859,2021,Abril-Junio,2021-05-01,Sabado,15:40:00,Lateral,Solucionado En La Via Publica,911.0,Parque Industrial,Kalos,Carretera,Miguel Aleman Y Concorida,"25.76696, -100.191569",
1863,2021,Abril-Junio,2021-05-01,Sabado,19:09:00,Alcance,Peritaje,911.0,Colonia,Centro,Boulevard,Blvd Carlos Salinas De Gortari  Ojo De Agua Nidec,"25.762104, -100.207047",
1876,2021,Abril-Junio,2021-05-02,Domingo,16:11:00,Volcadura,Agencia De Ministerio Publico,911.0,Colonia,Centro,Carretera,Carr Agua Fria  Kilometro 1,"25.791789, -100.178144",
1877,2021,Abril-Junio,2021-05-02,Domingo,18:15:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Rincon De Huinala,Avenida,Av Reforma  Rincon De Huinala,"25.735195, -100.161815",
1878,2021,Abril-Junio,2021-05-02,Domingo,20:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,El Rosario,Carretera,Carr Villa Juarez  Av El Rosario,"25.706203, -100.133794",
1879,2021,Abril-Junio,2021-05-02,Domingo,13:50:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Metroplex,Avenida,E Sexta  N25 Metroplex,"25.793629, -100.248788",
1881,2021,Abril-Junio,2021-05-02,Domingo,18:00:00,De Frente,Solucionado En La Via Publica,911.0,Colonia,Rincon De San Miguel,Calle,Plomo  Aluminio Col Rincon De San Misael,"25.721789, -100.168491",
1886,2021,Abril-Junio,2021-05-03,Lunes,04:30:00,Alcance,Peritaje,911.0,Colonia,Artemio Treviño,Carretera,Carr Zuazua Agua Fria  Col Natura,"25.838782, -100.137397",
1892,2021,Abril-Junio,2021-05-03,Lunes,07:00:00,Alcance,Peritaje,911.0,Colonia,Kronos,Carretera,Carr Miguel Aleman  Periferico Col Ind Kronos,"25.781986, -100.168723",
1899,2021,Abril-Junio,2021-05-03,Lunes,12:30:00,Lateral Con Volcadura,Investigaciones,911.0,Colonia,Priv.Las Castañas,Avenida,Av Miguel Aleman  Julian Treviño,"25.747942, -100.201371",
1902,2021,Abril-Junio,2021-05-03,Lunes,17:20:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,El Milagro,Avenida,Av Telefonos  Padre Mier,"25.745037, -100.177102",
1909,2021,Abril-Junio,2021-05-03,Lunes,20:33:00,Atropello,Solucionado En La Via Publica,911.0,Colonia,Ebanos,Avenida,Concordia  Av Camino Real Col Ebanos,"25.784132, -100.237878",
1911,2021,Abril-Junio,2021-05-03,Lunes,21:40:00,Lateral,Peritaje,911.0,Colonia,Centro,Carretera,Lat Miguel Aleman  Morelos,"25.77685, -100.185214",
1913,2021,Abril-Junio,2021-05-04,Martes,00:29:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision Real,Calle,Rendon 581 Col Mision,"25.725647, -100.151837",
1928,2021,Abril-Junio,2021-05-04,Martes,22:50:00,Crucero,Peritaje,911.0,Colonia,Prados De La Cieneguita,Avenida,Francia  Arabia Saudita Col Prados De Cienguita,"25.783086, -100.24813",
1930,2021,Abril-Junio,2021-05-04,Martes,11:01:00,De Frente,Solucionado En La Via Publica,911.0,Colonia,San Javier,Avenida,Camino A San Javier  San Juan,"25.738182, -100.153084",
1937,2021,Abril-Junio,2021-05-05,Miercoles,08:55:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Bello Amanecer,Carretera,Carr Villa Juarez  Ruiz Cortinez,"25.701496, -100.131555",
1944,2021,Abril-Junio,2021-05-05,Miercoles,12:00:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Lomas De La Paz,Carretera,Villa Juarez  Lomas Holanda,"25.713488, -100.136063",
1945,2021,Abril-Junio,2021-05-05,Miercoles,16:20:00,De Frente,Solucionado En La Via Publica,911.0,Colonia,Fresnos Iii,Calle,De Los Ebanos  Av Fresnos,"25.768009, -100.248482",
1946,2021,Abril-Junio,2021-05-05,Miercoles,16:00:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Huinala,Avenida,Treviño  Morelos,"25.742446, -100.163845",
1950,2021,Abril-Junio,2021-05-06,Jueves,14:30:00,Alcance Con Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,Reforma  Geronimo  Treviño,"25.779506, -100.201405",
1968,2021,Abril-Junio,2021-05-06,Jueves,23:04:00,De Frente Con Atropello,Agencia De Ministerio Publico,911.0,Colonia,Jardines Del Virrey,Avenida,Virreyes Oriente  Gerardo Frente Jardines Del Viirrey,"25.748835, -100.173035",
1971,2021,Abril-Junio,2021-05-07,Viernes,01:53:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Parque Industrial El Sabinal,Avenida,Margarito Garza  Alemania,"25.752143, -100.172529",
1976,2021,Abril-Junio,2021-05-07,Viernes,08:55:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Mision De Huinala,Carretera,Dulces Nombres  Portal Segovia,"25.752827, -100.157004",
1978,2021,Abril-Junio,2021-05-07,Viernes,11:00:00,Diverso,Solucionado En La Via Publica,911.0,Colonia,Ebanos Iv,Calle,Pirul  Alcanford Ebanos,"25.783335, -100.241059",
1987,2021,Abril-Junio,2021-05-07,Viernes,12:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Milimex,Carretera,Miguel Aleman  Villa Matamoros,"25.757651, -100.195814",
1988,2021,Abril-Junio,2021-05-07,Viernes,22:20:00,Alcance Con Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Hacienda Del Mezquital,Calle,De Las Aperas  Hda Sta Joya,"25.749128, -100.231702",
1990,2021,Abril-Junio,2021-05-08,Sabado,06:20:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Valle De Las Flores,Avenida,Paseo De Las Flores  Ant Cam Dulces Nombres,"25.704281, -100.155035",
2005,2021,Abril-Junio,2021-05-09,Domingo,00:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Parque Indsutrial Monterrey,Avenida,Estelaris  Fray Bartolome De Las Casas,"25.797269, -100.242684",
2010,2021,Abril-Junio,2021-05-09,Domingo,16:20:00,De Reversa,Peritaje,911.0,Colonia,Jardines De Las Palmas,Avenida,Jardines De Las Palmas  Arenea Jardines De Las Palmas,"25.801201, -100.256476",
2013,2021,Abril-Junio,2021-05-09,Domingo,18:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro De Apodaca,Carretera,Lat Miguel Aleman  Telefonos,"25.767015, -100.191101",
2017,2021,Abril-Junio,2021-05-10,Lunes,07:20:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Valle De La Rioja,Boulevard,Blvd Jesus Dionicio Gonzalez  Blvd Humberto Ramos Lozano,"25.819967, -100.22097",
2025,2021,Abril-Junio,2021-05-10,Lunes,11:20:00,Lateral,Investigaciones,911.0,Colonia,Villas De Huinala,Avenida,16 De Septiembre  Julian Treviño,"25.746465, -100.192605",
2041,2021,Abril-Junio,2021-05-11,Martes,19:20:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Los Fresnos,Calle,De Las Palmas  Del Canelo  Col Los Fresnos,"25.780482, -100.267095",
2055,2021,Abril-Junio,2021-05-13,Jueves,14:33:00,Diverso,Peritaje,911.0,Colonia,Apodaca  Centro,Carretera,Miguel Aleman  Periferico,"25.780203, -100.175123",
2071,2021,Abril-Junio,2021-05-14,Viernes,21:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Los Fresnos,Calle,Camino Real Sta Rosa  Del Olmo Col Los Fresnos,"25.769213, -100.240935",
2074,2021,Abril-Junio,2021-05-14,Viernes,02:40:00,Alcance,Investigaciones,911.0,Colonia,Villa Sol,Avenida,Sendero Divisorio  Felipe Cantu  Villa Sol,"25.770474, -100.265963",
2079,2021,Abril-Junio,2021-05-15,Sabado,05:25:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Privalia Huinala,Carretera,Autopista Aeropuerto  Huinala  Dulces Nombres,"25.751277, -100.143021",
2092,2021,Abril-Junio,2021-05-16,Domingo,03:10:00,Alcance,Peritaje,911.0,Colonia,Ojo De Agua,Boulevard,Blvd Carlos Salinas De Gortari  Ojo De Agua,"25.761999, -100.206979",
2094,2021,Abril-Junio,2021-05-16,Domingo,03:00:00,Salida De Superficie De Rodamiento,Peritaje,911.0,Colonia,Agua Fria,Carretera,Carr Agua Fria  Morelos,"25.814586, -100.154925",
2095,2021,Abril-Junio,2021-05-16,Domingo,03:10:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Treboles,Calle,Fortuna  Ave Del Prado,"25.762255, -100.147035",
2102,2021,Abril-Junio,2021-05-17,Lunes,09:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Cerradas De Rinconada,Avenida,Av Humberto Ramos Lozano  Aceros Julian,"25.800593, -100.204758",
2108,2021,Abril-Junio,2021-05-17,Lunes,23:20:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Deportivo Huinala,Carretera,Carr Monterrey  16 De Sep,"25.732008, -100.186324",
2109,2021,Abril-Junio,2021-05-18,Martes,14:15:00,Estrellamiento Con Volcadura,Peritaje,911.0,Colonia,Privalia Concordia,Avenida,Ant Cam  Dulces Nombres,"25.751308, -100.142896",
2110,2021,Abril-Junio,2021-05-18,Martes,16:02:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,Zaragoza  Matamoros,"25.780245, -100.188429",
2111,2021,Abril-Junio,2021-05-18,Martes,18:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Prados De Cineguita,Avenida,Afganistan  Alto Volta,"25.777552, -100.256547",
2117,2021,Abril-Junio,2021-05-18,Martes,23:50:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Balcones De Huinala,Calle,Poder  S/D,"25.736553, -100.167848",
2118,2021,Abril-Junio,2021-05-18,Martes,23:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Hacienda Las Margaritas,Avenida,Orquidea  Hda Las Margaritas,"25.708198, -100.155962",
2120,2021,Abril-Junio,2021-05-19,Miercoles,06:00:00,Lateral Con Proyeccion,Peritaje,911.0,Colonia,Bosque De Huinala,Avenida,Av Julian Treviño  Av Telefonos,"25.744947, -100.176717",
2122,2021,Abril-Junio,2021-05-19,Miercoles,06:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Encinos,Avenida,Av Telefonos  Av Julian Treviño,"25.744809, -100.176529",
2136,2021,Abril-Junio,2021-05-20,Jueves,05:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Cerradas Del Parque Sector Encino,Avenida,Av Cam Mezquital  Valle Verde,"25.754226, -100.236193",
2142,2021,Abril-Junio,2021-05-20,Jueves,17:45:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Cosmopolis,Calle,Tucanes  Hda Santa Irma,"25.817338, -100.234307",
2150,2021,Abril-Junio,2021-05-21,Viernes,13:20:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Hacienda Santa Fe,Carretera,Carr Miguel Aleman  Isidoro Sepulveda,"25.736545, -100.207745",
2151,2021,Abril-Junio,2021-05-21,Viernes,14:40:00,Alcance,Peritaje,911.0,Colonia,Prados De Santa Rosa,Avenida,Jesus Dionicio Gzz  Concordia,"25.796053, -100.223617",
2154,2021,Abril-Junio,2021-05-21,Viernes,18:20:00,Lateral,Peritaje,911.0,Colonia,Apodaca Centro,Carretera,Lateral Miguel Aleman  Morelos,"25.777267, -100.185424",
2192,2021,Abril-Junio,2021-05-23,Domingo,12:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Kalos,Avenida,Eestacionamient Plaza Sendro La Fe,"25.76381, -100.192136",
2193,2021,Abril-Junio,2021-05-23,Domingo,01:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,La Noria,Avenida,Hector Caballero  Arenal,"25.736541, -100.195059",
2194,2021,Abril-Junio,2021-05-23,Domingo,02:45:00,Salida De Superficie De Rodamiento,Peritaje,911.0,Colonia,Privada La Castaña,Boulevard,Blvd Julian Treviño  Miguel Aleman,"25.747968, -100.201358",
2199,2021,Abril-Junio,2021-05-23,Domingo,06:45:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Huinala,Avenida,Av De La Gloria 102  Padre Mier Hinala,"25.74782, -100.164109",
2204,2021,Abril-Junio,2021-05-23,Domingo,17:50:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision De San Miguel,Calle,Del Charro Poniente  308 Mision De San Miguel,"25.719362, -100.174561",
2207,2021,Abril-Junio,2021-05-23,Domingo,18:30:00,Salida De Superficie De Rodamiento,Peritaje,911.0,Colonia,Cosmopolis,Boulevard,Blvd Humberto Ramos Lozano  Av Andromeda,"25.830577, -100.244997",
2208,2021,Abril-Junio,2021-05-23,Domingo,22:50:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Jardines De Monterrey Ii,Avenida,Jardines De La Primavera  Jardines De La Luna,"25.81053, -100.258643",
2211,2021,Abril-Junio,2021-05-24,Lunes,00:40:00,Derrapamiento,Peritaje,911.0,Colonia,Lomas Del Pedregal,Avenida,Av Rhodesia  Kenia Lomas Del Pedregal,"25.730467, -100.170862",
2217,2021,Abril-Junio,2021-05-24,Lunes,14:40:00,Crucero,Peritaje,911.0,Colonia,Parque Industrial Multipack,Avenida,Av Isidoro Sepulveda  Regio Av,"25.742398, -100.216844",
2231,2021,Abril-Junio,2021-05-25,Martes,07:55:00,Alcance,Investigaciones,911.0,Colonia,Bosques De Huinala,Avenida,Av Telefonos  Margarito Garza,"25.747469, -100.177786",
2246,2021,Abril-Junio,2021-05-25,Martes,18:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Rinconada Colonial,Avenida,Ant Cam A Santo Domingo  Virrey De Cevallos,"25.793455, -100.198177",
2247,2021,Abril-Junio,2021-05-25,Martes,18:40:00,Lateral,Peritaje,911.0,Colonia,Cosmopolis,Avenida,Av Andromeda  Japeto Col Cosmopolis,"25.814551, -100.245068",
2252,2021,Abril-Junio,2021-05-26,Miercoles,07:30:00,De Frente,Peritaje,911.0,Colonia,Futuro Apodaca,Carretera,Carr Agua Fria  Miguel Aleman,"25.780129, -100.175594",
2253,2021,Abril-Junio,2021-05-26,Miercoles,08:20:00,Alcance Con Estrellamiento,Solucionado En La Via Publica,911.0,Colonia,Privadas Del Rey,Calle,Almeria  Rioja,"25.80731, -100.249836",
2257,2021,Abril-Junio,2021-05-26,Miercoles,13:20:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Fraccionamiento Radica,Avenida,Av Del Chopo  Radica Premier,"25.776817, -100.22038",
2259,2021,Abril-Junio,2021-05-26,Miercoles,19:00:00,Crucero,Peritaje,911.0,Colonia,Prados De Santa Rosa,Avenida,Cam A Santo Domingo  Valle Estaño,"25.795817, -100.22359",
2260,2021,Abril-Junio,2021-05-26,Miercoles,21:40:00,Lateral,Peritaje,911.0,Colonia,Mision Real,Avenida,Rohdesia  Charco Blanco,"25.730116, -100.161712",
2261,2021,Abril-Junio,2021-05-26,Miercoles,20:47:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Carretera,Humberto Ramos Lozano  Jesus Dionicio Gzz,"25.819993, -100.22109",
2283,2021,Abril-Junio,2021-05-27,Jueves,22:36:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Mision De San Miguel,Carretera,Carr San Miguel  Huinala  Valle De Sto Tomas,"25.719249, -100.174561",
2285,2021,Abril-Junio,2021-05-28,Viernes,01:40:00,De Frente,Peritaje,911.0,Colonia,Pueblo Nuevo Iv,Calle,Rio Tamesi  Rio Tibet Pueblo Nuevo,"25.761155, -100.170774",
2286,2021,Abril-Junio,2021-05-28,Viernes,03:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Las Margaritas Ii,Avenida,Av Orquidea  Av Girasol,"25.707937, -100.158308",
2294,2021,Abril-Junio,2021-05-28,Viernes,10:30:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Rinconada Colonial,Boulevard,Blvd Humbero Ramos Lozano  Camino Alvarado,"25.798149, -100.202329",
2306,2021,Abril-Junio,2021-05-28,Viernes,18:10:00,Alcance,Peritaje,911.0,Colonia,Joyas De Huinala,Avenida,Av Rhodesia  Kevin Lomas Del Pedregal,"25.730631, -100.163097",
2313,2021,Abril-Junio,2021-05-28,Viernes,22:00:00,Alcance,Peritaje,911.0,Colonia,Real Hacienda De Huinala,Avenida,Gasparcastaño  2 De Nogal,"25.739152, -100.159948",
2316,2021,Abril-Junio,2021-05-28,Viernes,01:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Ex Hacienda San Francisco,Calle,Morelos 120  Viejo Mezquital,"25.76296, -100.239653",
2317,2021,Abril-Junio,2021-05-28,Viernes,02:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Ebanos Residencial,Calle,Sauce  Pino Blanco  Bosque Real,"25.775695, -100.232013",
2321,2021,Abril-Junio,2021-05-29,Sabado,13:20:00,Diverso,Peritaje,911.0,Colonia,Ebanos Residencial,Calle,Ceiba  Lima Col Ebanos,"25.777196, -100.231866",
2323,2021,Abril-Junio,2021-05-29,Sabado,13:30:00,Lateral,Peritaje,911.0,Colonia,Valle De Huinala,Avenida,Av Miguel Aleman  Av Independencia,"25.744403, -100.203434",
2327,2021,Abril-Junio,2021-05-29,Sabado,12:50:00,Alcance,Peritaje,911.0,Colonia,Santa Rosa,Carretera,Humberto Ramos Lozano  Oaxaca,"25.78489, -100.191363",
2331,2021,Abril-Junio,2021-05-30,Domingo,01:20:00,Alcance Con Huida,Peritaje,911.0,Colonia,Los Robles,Avenida,Av Afganistan  Av Cqartagena,"25.772595, -100.260807",
2347,2021,Abril-Junio,2021-05-30,Domingo,19:35:00,Alcance,Peritaje,911.0,Colonia,Joyas Del Pedregal,Avenida,Rohdesia  Cipres Col Lomas Del Pedregal,"25.730788, -100.165034",
2350,2021,Abril-Junio,2021-05-30,Domingo,12:00:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Eje Metropolitano,Boulevard,Blvd Jesus Dionicio Gzz  Av Del Chopo  Col Ebanos,"25.777312, -100.226662",
2378,2021,Abril-Junio,2021-06-01,Martes,16:30:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Nuevo Amanecer,Avenida,Av Costa Rica  Calle Cuba,"25.778734, -100.251244",
2392,2021,Abril-Junio,2021-06-02,Miercoles,14:00:00,Derribamiento De Cables,Investigaciones,911.0,Colonia,Nuevo Amanecer,Avenida,Costa Rica  Argelia Nuvo Amanecer,"25.778601, -100.249108",
2397,2021,Abril-Junio,2021-06-03,Jueves,01:00:00,Diverso Vehiculo Incendiado,Peritaje,911.0,Colonia,Villa De San Carlos,Avenida,Av Rhodesia Del Norte  Av San Carlos,"25.73096, -100.157068",
2400,2021,Abril-Junio,2021-06-03,Jueves,04:07:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Centro,Carretera,Miguel Aleman  Via Matamoros,"25.757845, -100.196011",
2424,2021,Abril-Junio,2021-06-04,Viernes,18:20:00,Alcance Con Huida,Peritaje,911.0,Colonia,Centro,Avenida,Constitucion  Santo Domingo,"25.763318, -100.242063",
2425,2021,Abril-Junio,2021-06-04,Viernes,18:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,El Milagro,Carretera,Lat Miguel Aleman  Arco Vial,"25.780306, -100.175366",
2427,2021,Abril-Junio,2021-06-04,Viernes,18:30:00,Alcance,Peritaje,911.0,Colonia,Centro,Calle,Estardo Guajardo  Reforma,"25.780972, -100.197764",
2443,2021,Abril-Junio,2021-06-05,Sabado,20:20:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Santa Isabel,Avenida,E Sexta  S6 Metroplex,"25.78646, -100.248827",
2445,2021,Abril-Junio,2021-06-05,Sabado,23:05:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Dulces Nombres,Avenida,Sierra Madre Oriental  Carr Dulces Nombres,"25.753423, -100.154971",
2448,2021,Abril-Junio,2021-06-05,Sabado,23:30:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Magnolias,Avenida,Magnolias  Orquideas  Col Magnolias,"25.772447, -100.255402",
2452,2021,Abril-Junio,2021-06-06,Domingo,11:50:00,Frontal Con Proyeccion,Peritaje,911.0,Colonia,Santa Rosa Mezquital,Avenida,Jesus Dionicio Gzz  Chopo,"25.777357, -100.226611",
2457,2021,Abril-Junio,2021-06-06,Domingo,15:20:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Prados De Santa Rosa,Avenida,Av Gaseducto  Blvd Jesus Dionicio Gzz,"25.796111, -100.223759",
2463,2021,Abril-Junio,2021-06-07,Lunes,00:30:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro,Avenida,Av De La Concordia  Jesus Dionicio Gzz,"25.784271, -100.236108",
2465,2021,Abril-Junio,2021-06-07,Lunes,06:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro,Boulevard,Blvd Humberto Ramos Lozano  Paseo Virrey De Acuña  Col Hda,"25.798082, -100.202243",
2469,2021,Abril-Junio,2021-06-07,Lunes,10:00:00,Alcance,Peritaje,911.0,Colonia,Paseo De Las Flores,Carretera,Carr Dulces Nombres  Paseo De Las Flores,"25.703745, -100.153179",
2470,2021,Abril-Junio,2021-06-07,Lunes,10:20:00,Alcance,Peritaje,911.0,Colonia,Parque Industrial Kronos,Carretera,Miguel Aleman  Av Industrias Col Parque Ind Kronos,"25.781995, -100.168674",
2481,2021,Abril-Junio,2021-06-08,Martes,04:40:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Centro,Avenida,Av Hunberto Ramos Lozano Antonio E Marcos,"25.831022, -100.251687",
2530,2021,Abril-Junio,2021-06-11,Viernes,12:00:00,Alcance Con Estrellamiento,Peritaje,911.0,Colonia,Balcones De Mezquital,Avenida,Av Aceros  Calle Rugo,"25.749642, -100.240126",
2531,2021,Abril-Junio,2021-06-11,Viernes,12:00:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Centro,Avenida,Av Miguel Aleman  Arco Vial,"25.783245, -100.16492",
2532,2021,Abril-Junio,2021-06-11,Viernes,00:40:00,Lateral,Peritaje,911.0,Colonia,Centro,Avenida,Acendente Autopista Al Aeropuerto Hisa  Parque Nesxxus,"25.785379, -100.133759",
